stock_code;description;total_revenue;total_units;avg_discount;promo_revenue
21082;SET/20 FRUIT SALAD PAPER NAPKINS;143,44;   88;0,0000;0,00
20837;FRENCH FLORAL CUSHION COVER;142,47;  141;-0,1703;0,00
22033;BOTANICAL ROSE GREETING CARD;141,95;  337;-0,0444;0,00
20774;GREEN FERN NOTEBOOK;141,24;   86;0,0056;0,00
20661;BLUE POLKADOT PURSE;141,15;   44;-0,3813;0,00
84796a;PINK HAWAIIAN PICNIC HAMPER FOR 2;141,11;   17;-0,0018;0,00
20836;FRENCH PAISLEY CUSHION COVER;141,10;  170;0,0000;0,00
90164B;WHITE  ROSEBUD PEARL BRACELET;140,98;   38;-1,7132;0,00
16054;POPART RECT PENCIL SHARPENER ASST;140,52; 1166;-0,0758;0,00
90170;DAISY HAIR BAND;140,33;   85;-0,0013;0,00
84744;S/6 SEW ON CROCHET FLOWERS;140,02;  110;-0,1008;0,00
22125;UNION JACK HOT WATER BOTTLE;139,86;   13;-0,7569;0,00
23306;SET OF 36 PANTRY PAPER DOILIES;139,78;   67;-0,5964;0,00
23091;METAL HERB GERDEN CONTAINER;139,68;   24;0,0275;64,68
23463;VINTAGE ZINC WATERING CAN;139,40;   13;-0,1263;0,00
22876;NUMBER TILE COTTAGE GARDEN 8;138,81;   61;-0,5092;0,00
75011;BLUE DAISY MOBILE;138,76;  172;-0,0127;0,00
35922;EASTER BUNNY WREATH;138,60;   28;0,0000;0,00
23304;SET 4 PICNIC CUTLERY CHERRY;138,45;   71;0,0000;0,00
79191B;RETRO PLASTIC POLKA TRAY;138,30;  159;-0,0929;0,00
22877;NUMBER TILE COTTAGE GARDEN 9;138,11;   63;-0,3530;0,00
20758;ABSTRACT CIRCLES POCKET BOOK;137,70;  162;0,0000;0,00
90181B;AMETHYST GLASS/SHELL/PEARL NECKLACE;137,63;   15;-0,0030;0,00
22602;CHRISTMAS RETROSPOT HEART WOOD;137,59;  139;-0,5445;0,00
21736;GOLD SCROLL GLASS T-LIGHT HOLDER;137,22;   80;0,1357;7,02
21637;ASSORTED SANSKRIT MINI NOTEBOOK;136,25;  109;0,0000;0,00
84660c;PINK STITCHED WALL CLOCK;134,92;   18;-0,0054;0,00
90073;VINTAGE ENAMEL & CRYSTAL EARRINGS;134,70;   27;-0,0057;0,00
90115;SUMMER BUTTERFLIES BAG CHARM;134,53;   54;-0,0103;0,00
21943;CAKES AND RABBITS DESIGN FLANNEL;134,49;  119;0,2113;64,22
90028;NEW BAROQUE LARGE NECKLACE BLK/WHIT;134,16;   16;-0,0074;0,00
46000U;POLYESTER FILLER PAD 30CMx30CM;133,75;  107;0,0000;0,00
72130;COLUMBIAN CANDLE ROUND;133,34;  219;-0,1434;57,24
35921;EASTER BUNNY HANGING GARLAND;133,23;   68;-1,4195;0,00
20823;GOLD WINE GOBLET;132,72;  168;0,0000;0,00
90208;PAIR OF PINK FLOWER CLUSTER SLIDE;132,70;   53;-0,0071;0,00
62096A;PINK/YELLOW FLOWERS HANDBAG;132,50;  106;0,0000;0,00
21518;BANK ACCOUNT  GREETING  CARD;132,44;  318;-0,1316;25,92
90210D;PURPLE ACRYLIC FACETED BANGLE;132,05;  107;-0,2800;20,00
23081;GREEN METAL BOX TOP SECRET;132,00;   16;0,0000;0,00
23066;SMALL JEWELLERY STAND;132,00;   16;0,0000;0,00
85039a;SET/4 RED MINI ROSE CANDLE IN BOWL;131,81;   40;-0,0022;0,00
90185A;AMBER DIAMANTE EXPANDABLE RING;131,03;   31;-0,0126;0,00
90164A;PINK ROSEBUD PEARL BRACELET;130,67;   27;0,1533;25,35
90210C;RED   ACRYLIC FACETED BANGLE;130,51;   99;0,2393;110,00
84510a;SET OF 4 ENGLISH ROSE COASTERS;130,48;   53;-0,0010;0,00
37467;PIG MUG IN TWO COLOUR DESIGNS;130,27;  159;-2,6803;0,00
90000D;COPPER/OLIVE GREEN FLOWER NECKLACE;129,85;   21;0,0064;0,00
85185B;PINK HORSE SOCK PUPPET KIT;129,80;   44;0,0000;0,00
21281;VINTAGE KITCHEN PRINT SEAFOOD;129,63;   43;0,2140;89,25
47590b;PINK HAPPY BIRTHDAY BUNTING;129,48;   12;0,0000;0,00
72799C;PINK PILLAR CANDLE SILVER FLOCK;129,47;   81;0,1806;41,08
21400;RED PUDDING SPOON;128,63;  881;-1,0891;0,00
20826;SILVER APERITIF GLASS;128,40;  276;-1,1090;0,00
35638B;PINK/BLUE STRING CURTAIN;128,33;   57;-1,7621;0,00
84846A;SCENTED CANDLE IN DIGITALIS TIN;128,14;   57;-0,2153;0,00
84800S;SMALL WHITE/PINK ROSE ART FLOWER;127,57;  113;0,0304;76,32
90180A;BLACK+WHITE NECKLACE W TASSEL;127,24;   17;0,0772;17,70
85130A;BEADED PEARL HEART WHITE LARGE;127,05;   77;0,0000;0,00
79190D;RETRO PLASTIC DAISY TRAY;126,98;  265;-0,4610;0,00
22887;NUMBER TILE VINTAGE FONT 8;126,78;   78;0,2815;77,14
23303;SET 4 PICNIC CUTLERY FONDANT;126,75;   65;0,0000;0,00
23020;GLASS SONGBIRD STORAGE JAR;126,70;   11;0,0360;89,20
85067;CREAM SWEETHEART WALL CABINET;126,65;    7;0,0211;50,85
90199C;5 STRAND GLASS NECKLACE CRYSTAL;126,64;   20;0,0044;0,00
23578;SNACK TRAY RED GINGHAM;125,72;   60;-0,2396;0,00
84968a;SET OF 16 VINTAGE ROSE CUTLERY;125,33;    5;-0,0071;0,00
23065;LARGE JEWELLERY STAND;125,00;   10;0,0000;0,00
22888;NUMBER TILE VINTAGE FONT 9;124,98;   76;0,2338;71,29
21420;OYSTER TRINKET BOX;123,66;   54;-0,1776;22,12
23477;WOODLAND LARGE BLUE FELT HEART;123,47;   92;-0,3723;0,00
37343;POLKADOT MUG PINK;123,30;   72;-0,3399;3,90
23454;SET OF 3 MINI HANGING PORTRAITS;123,20;   32;0,0482;90,00
90058A;CRYSTAL STUD EARRINGS CLEAR DISPLAY;123,12;  324;0,0000;0,00
23457;LARGE PARLOUR FRAME;122,85;   27;0,0455;108,00
90195A;PURPLE GEMSTONE BRACELET;122,84;   19;0,1923;23,60
90070;RUBY GLASS CLUSTER BRACELET;122,64;   20;0,0080;0,00
85086A;CANDY SPOT HEART DECORATION;122,08;  146;-0,0039;0,00
90129B;TURQUOISE GLASS TASSLE BAG CHARM;121,38;   57;-0,2485;0,00
37333;"RETRO ""TEA FOR ONE""";120,99;   21;-1,8763;0,00
20845;ZINC HEART LATTICE 2 WALL PLANTER;120,65;   19;0,0000;0,00
90173;PAIR BUTTERFLY HAIR CLIPS;120,34;   32;0,0111;0,00
23467;VINTAGE ZINC PLANTER;120,08;   32;-0,3272;0,00
35972;DAISY FOLKART HEART DECORATION;120,00;   96;0,0000;0,00
23438;GIFT BAG LARGE SPOT;120,00;   96;0,0000;0,00
90161A;ANT COPPER RED BOUDICCA BRACELET;119,91;   24;-0,0046;0,00
90124B;BLUE MURANO TWIST NECKLACE;119,89;   12;-0,0035;0,00
90003C;MIDNIGHT BLUE PAIR HEART HAIR SLIDE;119,84;   32;-0,0038;0,00
84569B;PACK 3 FIRE ENGINE/CAR PATCHES;119,65;   86;-0,3892;0,00
23209;LUNCH BAG VINTAGE DOILEY;119,63;   71;-0,3006;0,00
90122C;TURQUOISE CRYSTAL+GLASS BRACELET;119,23;   24;-0,0074;0,00
10080;GROOVY CACTUS INFLATABLE;119,09;  303;-0,0536;0,00
21032;SPACE CADET WHITE;119,03;   98;-0,1019;24,31
84709B;PINK OVAL JEWELLED MIRROR;119,00;   20;0,0000;0,00
23359;SET OF 12 T-LIGHTS VINTAGE DOILEY;118,95;   61;0,0000;0,00
23280;FOLDING MIRROR HOT PINK;118,92;  156;0,0265;69,12
85114b;IVORY ENCHANTED FOREST PLACEMAT;118,86;   36;-0,0015;0,00
21095;SET/6 POSIES PAPER PLATES;118,73;  125;-0,1311;0,00
84507B;STRIPES DESIGN MONKEY DOLL;118,73;   39;-0,3437;0,00
84228;HEN HOUSE W CHICK STANDING;118,21;  283;-0,3224;44,40
90184A;AMBER CHUNKY BEAD BRACELET W STRAP;117,73;   13;-0,0171;0,00
21814;HEART T-LIGHT HOLDER;117,57;   78;-0,1713;0,00
90183A;AMBER DROP EARRINGS W LONG BEADS;117,24;   40;-0,0073;0,00
23244;STORAGE TIN VINTAGE LEAF;117,00;   60;0,0000;0,00
84741C;CITRUS GARLAND FELT FLOWERS;117,00;   60;0,0000;0,00
23151;ZINC SWEETHEART SOAP DISH;116,82;   62;0,0960;19,75
23185;FRENCH STYLE STORAGE JAR JAM;116,59;  323;-0,2058;0,00
72780;BLACK SILOUETTE CANDLE PLATE;116,45;  137;0,0000;0,00
51020A;SUMMER FUN DESIGN SHOWER CAP;116,33;  325;-0,9195;0,00
72812;LARGE ZINC GLASS CANDLEHOLDER;116,06;   34;0,0894;25,20
84809A;WHITE CHRYSANTHEMUMS ART FLOWER;115,50;   55;0,0000;0,00
16052;TEATIME PUSH DOWN RUBBER;115,30;  479;0,2901;105,29
90148;LONG SILVER NECKLACE PASTEL FLOWER;114,48;    9;0,0030;0,00
23535;WALL ART BICYCLE SAFTEY;114,15;   21;0,0336;96,30
90130B;TURQ STONE/CRYSTAL EARRINGS;113,97;   39;-0,0063;0,00
47518F;ICON PLACEMAT POP ART ELVIS;113,64;  827;-0,1786;0,00
84457;SET/3 RABBITS FLOWER SKIPPPING ROPE;113,41;  127;-0,1639;0,00
72801D;4 SKY BLUE DINNER CANDLES;113,21;   75;-0,2711;0,00
20795;LARGE BLUE PROVENCAL CERAMIC BALL;113,05;   49;-0,2636;0,00
47503H;ASS FLORAL PRINT SPIRIT LEVEL;112,81;  101;-0,9120;0,00
84925F;PSYCHEDELIC WALL THERMOMETER;112,48;   80;0,2301;41,08
90003D;CRYSTAL PAIR HEART HAIR SLIDES;112,26;   30;-0,0024;0,00
90096;NECKLACE+BRACELET SET BLUE BLOSSOM;112,21;   45;-0,0088;0,00
21678;PAISLEY PATTERN  STICKERS;111,86;  125;-0,1849;5,53
90214A;"LETTER ""A"" BLING KEY RING";111,66;  130;-0,0891;6,96
90036E;"FLOWER GLASS GARLD NECKL36""AMETHYST";110,95;   14;-0,0029;0,00
90185C;BLACK DIAMANTE EXPANDABLE RING;110,09;   26;0,0096;0,00
90125D;PURPLE BERTIE GLASS BEAD BAG CHARM;110,03;   95;-0,2877;61,20
20731;POSY CANDY BAG;109,96;   92;0,1260;9,96
85167B;BLACK GRAND BAROQUE PHOTO FRAME;109,94;   50;0,0524;46,25
21278;VINTAGE KITCHEN PRINT PUDDINGS;109,65;   43;0,0000;0,00
90124C;GREEN MURANO TWIST NECKLACE;109,54;   11;-0,0011;0,00
90122A;PINK CRYSTAL+GLASS BRACELET;109,48;   22;-0,0009;0,00
85096;HILDA CANDY SPOT RABBIT;109,23;   25;-0,2428;0,00
20894;HANGING BAUBLE T-LIGHT HOLDER LARGE;108,71;   33;-0,2567;0,00
23041;PAPER LANTERN 6 POINT SNOW STAR;107,90;   26;0,0000;0,00
21372;MIRRORED WALL ART TABLE LAMP;107,75;   75;-1,6364;0,00
35916C;PINK FELT HANGING HEART W FLOWER;107,72;  106;-0,4095;0,00
17090A;LAVENDER INCENSE 40 CONES IN TIN;107,45;  109;0,0640;61,20
85129C;BEADED CRYSTAL HEART BLUE SMALL;107,31;   80;-0,3899;0,00
21904;HOUSE WRECKING METAL SIGN;107,10;   51;0,0000;0,00
23626;SET 10 CARDS DINKY TREE 17076;107,07;   43;0,0000;0,00
23455;SMALL PARLOUR FRAME;106,98;   42;0,0692;89,64
35818P;ACRYLIC JEWEL ICICLE, PINK;106,97;  266;-0,7750;0,00
35819B;ACRYLIC HANGING JEWEL,BLUE;106,81;  270;-0,3820;0,00
90125A;PINK BERTIE GLASS BEAD BAG CHARM;106,24;  115;-0,8118;0,00
20657;TROPICAL LUGGAGE TAG;105,91;   73;-0,3767;12,72
20898;VINTAGE NOTEBOOK TRAVELOGUE;105,73;   38;-0,0711;0,00
90016A;SILVER/M.O.P PENDANT ORBIT NECKLACE;105,71;   17;0,0606;38,25
85040a;S/4 PINK FLOWER CANDLES IN BOWL;105,28;   32;0,0000;0,00
22039;BOTANICAL LILY GIFT WRAP;105,00;  250;0,0000;0,00
23574;PACKING CHARGE;105,00;   14;0,0000;0,00
35920;FOUR RABBIT EASTER DECORATIONS;104,84;   72;-0,5936;0,00
84661C;PINK SQUARE TABLE CLOCK;104,84;   71;0,3921;80,04
84461;12 PINK HEN+CHICKS IN BASKET;104,55;   41;0,0000;0,00
17084P;DRAGONS BLOOD INCENSE;104,44;  423;0,1648;73,29
20796;SMALL BLUE PROVENCAL CERAMIC BALL;103,94;   62;-0,1104;0,00
79144B;PAINTED LIGHTBULB STAR+ MOON;103,65;  181;0,1473;42,96
84247E;PACK/12 XMAS FUN CARD;103,25;   35;0,0000;0,00
90032;IVORY SHELL HEART NECKLACE;103,13;   21;0,0632;28,17
22879;NUMBER TILE VINTAGE FONT 0;102,46;   70;0,3057;69,34
90196A;PURPLE GEMSTONE NECKLACE 45CM;102,00;    8;0,0000;0,00
90063A;WHITE VINT ART DECO CRYSTAL NECKLAC;102,00;   12;0,0000;0,00
21109;LARGE CAKE TOWEL, CHOCOLATE SPOTS;101,53;   11;-4,2103;0,00
20701;PINK CAT FLORAL CUSHION COVER;100,97;   25;0,0153;22,50
35637C;PINK STRING CURTAIN WITH POLE;100,86;   30;-2,1858;0,00
16033;MINI HIGHLIGHTER PENS;100,80;  840;0,0000;0,00
35911B;PINK/FLOWER RABBIT EGG WARMER;100,76;  119;-0,3759;21,07
gift_0001_40;Dotcomgiftshop Gift Voucher £40.00;100,70;    3;-0,0071;0,00
21370;MIRRORED WALL ART FOXY;100,66;   16;-2,5003;0,00
90010B;BLACK/WHITE GLASS/SILVER BRACELET;100,09;   11;-0,0262;0,00
23611;SET 10 CARDS RED RIDING HOOD 17214;99,60;   40;0,0000;0,00
90081C;LILY BROOCH OLIVE COLOUR;99,60;   20;-0,0081;0,00
17091A;LAVENDER INCENSE IN TIN;99,29;  172;-1,0567;0,00
23464;VINTAGE ZINC WATERING CAN SMALL;99,20;   18;-0,2551;0,00
23191;BUNDLE OF 3 RETRO EXERCISE BOOKS;99,00;   60;0,0000;0,00
23465;TUSCAN VILLA FEEDING STATION;99,00;   12;0,0000;0,00
23466;TUSCAN VILLA DOVECOTE;99,00;   12;0,0000;0,00
84510c;SET OF 4 POLKADOT COASTERS;98,70;   40;-0,0035;0,00
84898F;YELLOW FLOWERS FELT HANDBAG KIT;98,63;   46;-0,0509;0,00
79144C;PAINTED LIGHTBULB RAINBOW DESIGN;98,54;  153;0,0667;24,48
90101;WHITE FRANGIPANI NECKLACE;98,07;   39;-0,0123;0,00
84723;CHERRY BLOSSOM CANVAS ART PICTURE;97,95;   41;-1,0256;0,00
47369B;BLUE GREEN EMBROIDERY COSMETIC BAG;97,13;   35;-1,0017;0,00
90185B;AMETHYST DIAMANTE EXPANDABLE RING;97,02;   23;-0,0096;0,00
84806A;PINK CANDYSTUFT ARTIFICIAL FLOWER;96,89;  137;0,2658;37,44
90204;PAIR OF ENAMEL BUTTERFLY HAIRCLIP;96,86;   29;-0,0052;0,00
84801A;PINK HYDRANGEA ART FLOWER;96,60;   46;0,0000;0,00
90019B;GOLD M.O.P ORBIT BRACELET;96,52;   18;0,0070;9,90
72801c;4 ROSE PINK DINNER CANDLES;95,94;   39;0,0000;0,00
21722;SWEET PUDDING STICKER SHEET;95,53;   98;-0,3291;0,00
90174;BUTTERFLY HAIR BAND;95,42;   38;-0,0065;0,00
21777;RECIPE BOX WITH METAL HEART;95,40;   12;0,0000;0,00
90146;FINE SILVER NECKLACE W PASTEL FLOWE;95,35;   17;0,0895;63,75
90036D;"FLOWER GLASS GARLAND NECKL.36""BLACK";95,35;   12;0,0013;0,00
90178A;AMBER CHUNKY GLASS+BEAD NECKLACE;95,25;    8;0,0037;0,00
20653;CHERRY BLOSSOM LUGGAGE TAG;95,18;   73;0,3978;63,10
84527;FLAMES SUNGLASSES PINK LENSES;95,10;   52;-0,1000;46,12
84666;SQUARE CHERRY BLOSSOM CABINET;94,80;   24;0,0000;0,00
90133;TEAL/FUSCHIA COL BEAD NECKLACE;94,43;   19;0,0001;0,00
20622;VIP PASSPORT COVER;94,04;   43;-0,1311;8,15
23402;HOME SWEEET HOME 3 PEG HANGER;93,75;   25;0,0000;0,00
82613A;METAL SIGN,CUPCAKE SINGLE HOOK;93,63;   72;-0,1528;0,00
47369A;PINK GREEN EMBROIDERY COSMETIC BAG;93,19;   33;-0,7975;0,00
20773;BLUE PAISLEY NOTEBOOK;92,40;   56;0,0000;0,00
90018B;GOLD M.O.P ORBIT DROP EARRINGS;92,28;   22;-0,0096;0,00
35933;PINK STOCKING CHRISTMAS DECORATION;92,21;  226;-0,7036;0,00
85132a;CHARLIE + LOLA BISCUITS TINS;92,20;    8;-0,3902;0,00
82615;PINK MARSHMALLOW SCARF KNITTING KIT;91,80;   36;0,0000;0,00
90030C;BROWN KUKUI COCONUT SEED NECKLACE;91,70;   77;-1,3364;0,00
90175B;PINK GLASS CHUNKY CHARM BRACELET;91,68;   10;-0,0022;0,00
20901;VINTAGE KEEPSAKE BOX PINK FLOWER;91,48;   20;-0,1008;0,00
23075;DOUBLE CERAMIC PARLOUR HOOK;91,30;   22;0,0000;0,00
20662;FIRST CLASS HOLIDAY PURSE;90,42;   31;-0,1703;0,00
85230F;JASMINE VOTIVE CANDLE;90,34;  338;0,0460;20,16
90163A;PINK ROSEBUD & PEARL NECKLACE;90,32;   12;-0,0077;0,00
90022;EDWARDIAN DROP EARRINGS JET BLACK;90,20;   24;-0,0080;0,00
21690;SILVER  CANDLEPOT JARDIN;90,00;   24;0,0000;0,00
72051S;BAG OF SILVER STONES;89,95;  131;-0,5629;0,00
35833P;4 PINK FLOCK CHRISTMAS BALLS;89,72;   50;-0,8000;0,00
35400;WOODEN BOX ADVENT CALENDAR;89,50;   10;0,0000;0,00
20892;SET/3 TALL GLASS CANDLE HOLDER PINK;89,22;    4;0,1666;12,75
90123A;PINK HEART OF GLASS BRACELET;89,12;   15;0,0024;0,00
84984A;GREEN PEONY CUSHION COVER;88,35;   19;0,0000;0,00
84306;S/3 PINK SQUARE PLANTERS ROSES;88,22;   10;-0,0713;0,00
90166;PINK & WHITE ROSEBUD RING;88,04;   21;-0,0063;0,00
90129F;RED GLASS TASSLE BAG CHARM;88,03;   40;-0,3083;0,00
84531B;BLUE KNITTED EGG COSY;87,56;  156;-0,9054;0,00
84989a;75 GREEN FAIRY CAKE CASES;87,51;   42;-0,0029;0,00
23442;12 HANGING EGGS HAND PAINTED;87,36;   42;0,0000;0,00
20869;GOLD FABRIC MIRROR;86,76;  180;-0,8359;0,00
21038;SET/4 MODERN VINTAGE COTTON NAPKINS;86,75;   77;-0,4755;0,00
23614;SET 10 CARDS 12 DAYS WRAP  17058;86,58;   26;0,0000;0,00
90003E;GREEN PAIR HEART HAIR SLIDES;86,11;   23;-0,0038;0,00
79051A;SMOKEY GREY COLOUR GLASS;85,92;  240;-0,4397;0,00
79403;FROSTED WHITE BASE;85,52;   95;-0,2494;0,00
75172;PAINTED SEA SHELL METAL WINDCHIME;85,31;   93;-0,9367;0,00
20821;GOLDIE LOOKING MIRROR;84,15;   17;0,0000;0,00
23456;MEDIUM PARLOUR FRAME;84,10;   22;0,0482;67,50
79030D;TUMBLER, BAROQUE;84,04;   56;-10,7839;0,00
16169K;WRAP FOLK ART;84,00;  200;0,0000;0,00
20941;FROG CANDLE;83,78;   64;-0,1008;0,00
90072;RUBY DROP CHANDELIER EARRINGS;83,42;   21;0,0160;37,50
22016;Dotcomgiftshop Gift Voucher £100.00;83,33;    1;0,0000;0,00
90123C;GREEN HEART OF GLASS BRACELET;83,29;   14;0,0003;0,00
90129A;PINK GLASS TASSLE BAG CHARM;82,98;   45;-0,1270;0,00
84881;BLUE WIRE SPIRAL CANDLE HOLDER;82,57;   12;-0,1672;0,00
35638A;PINK AND BLACK STRING CURTAIN;82,10;   38;-0,8205;0,00
35968;FOLK ART METAL HEART T-LIGHT HOLDER;82,10;  163;-0,1482;2,60
16049;TEATIME GEL PENS ASST;82,08;  504;-1,0000;0,00
90108;BLUE BLOSSOM HAIR CLIP;81,96;   70;-0,6715;0,00
21226;POCKET MIRROR WOODLAND;81,80;   94;-0,1205;0,00
20664;TROPICAL HOLIDAY PURSE;81,66;   32;-0,0332;0,00
71496A;A4 WALL TIDY BLUE OFFICE;80,96;  127;0,2552;61,86
90175C;BLUE GLASS CHUNKY CHARM BRACELET;80,55;    9;0,0000;0,00
84249A;GREETING CARD,SQUARE, DOUGHNUTS;80,46;  174;0,2013;65,52
84927E;FLOWERS TILE HOOK;80,16;   59;0,0918;10,92
23370;SET 36 COLOUR PENCILS DOILEY;80,00;   64;0,0000;0,00
90129C;GREEN GLASS TASSLE BAG CHARM;79,76;   35;-0,3071;0,00
90124A;PINK MURANO TWIST NECKLACE;79,66;    8;-0,0010;0,00
90162B;ANT SILVER LIME GREEN BOUDICCA RING;79,65;   27;0,0000;0,00
84984B;RED PEONY CUSHION COVER;79,05;   17;0,0000;0,00
72811;SMALL ZINC/GLASS CANDLEHOLDER;78,93;   53;-0,2198;30,00
84847;FLORAL BATHROOM SET;78,75;   21;0,0000;0,00
90039D;FIRE POLISHED GLASS BRACELET GREEN;78,69;   21;-0,0036;0,00
84906;PINK B'FLY C/COVER W BOBBLES;78,17;   12;-0,1625;0,00
37479B;CUBIC MUG FLOCK BLUE ON BROWN;78,09;  131;-3,0330;0,00
90000A;RASPBERRY ANT COPPER FLOWER NECKLAC;77,91;   13;-0,0118;0,00
90086;CRYSTAL FROG PHONE CHARM;77,79;  102;0,0795;30,37
23497;CLASSIC CROME BICYCLE BELL;77,40;   60;0,0690;60,00
90129E;PURPLE GLASS TASSLE BAG CHARM;77,04;   42;-0,0631;0,00
20980;36 PENCILS TUBE POSY;76,91;   79;0,1512;43,16
84531A;PINK KNITTED EGG COSY;76,69;  147;-0,7795;0,00
46000P;POLYESTER FILLER PAD 65CMx65CM;76,50;   18;0,0000;0,00
84840;SWEETHEART CARRY-ALL BASKET;76,44;    6;-0,4988;0,00
90099;NECKLACE+BRACELET SET BLUE HIBISCUS;76,38;   27;-0,1230;0,00
90063B;BLACK VINT ART DEC CRYSTAL NECKLACE;76,32;    9;0,0035;0,00
90177C;DROP DIAMANTE EARRINGS CRYSTAL;76,23;   26;-0,0081;0,00
16207B;PINK HEART RED HANDBAG;76,14;   29;-0,0973;0,00
20798;CLEAR MILKSHAKE GLASS;75,60;   36;0,0000;0,00
22416;SET OF 36 SPACEBOY PAPER DOILIES;75,42;   51;-0,1267;0,00
21946;PARTY TIME DESIGN FLANNEL;75,35;   86;-0,1925;1,95
21413;PERIWINKLE T-LIGHT HOLDER;75,02;   48;-0,4127;0,00
23061;VINTAGE ENGRAVED HEART;75,00;   60;0,0000;0,00
gift_0001_10;Dotcomgiftshop Gift Voucher £10.00;74,97;    9;0,0000;0,00
84968d;SET OF 16 VINTAGE RED CUTLERY;74,88;    3;0,0000;0,00
23068;ALUMINIUM HEART;74,70;   30;0,0000;0,00
84251G;GREETING CARD, OVERCROWDED POOL.;74,70;  270;0,0395;34,20
23044;PAPER LANTERN 9 POINT HOLLY STAR 23;74,70;   18;0,0000;0,00
90118;PINK DAISY BAG CHARM;74,64;   30;-0,0051;0,00
17012E;ORIGAMI OPIUM INCENSE/CANDLE SET;74,64;   68;0,1427;24,00
85132b;CHARLIE AND LOLA TABLE TINS;74,61;    9;0,0000;0,00
85198;ASSORTED FARMYARD ANIMALS IN BUCKET;74,58;   90;-0,2784;15,36
21087;SET/6 POSIES PAPER CUPS;74,57;  141;0,0731;8,17
90059A;DIAMANTE HAIR GRIP PACK/2 CRYSTAL;74,53;   45;-0,0054;0,00
22285;DECORATION HEN ON NEST, HANGING;74,43;   42;-0,5182;0,00
90081A;LILY BROOCH AMETHYST COLOUR;74,25;   15;0,0000;0,00
90098;NECKLACE+BRACELET PINK BUTTERFLY;73,95;   29;0,0000;0,00
90177D;DROP DIAMANTE EARRINGS PURPLE;73,53;   25;0,0053;0,00
85197;SET OF 12 MINI BUNNIES IN A BUCKET;73,50;   35;0,0000;0,00
90214C;"LETTER ""C"" BLING KEY RING";72,77;   91;-0,0044;7,54
90103;PURPLE FRANGIPANI NECKLACE;72,66;   29;-0,0081;0,00
84231;EASTER BUNNY WITH BASKET ON BACK;72,63;  108;-0,1187;0,00
20960;WATERMELON BATH SPONGE;72,49;   29;0,0080;0,00
72801G;4 BURGUNDY WINE DINNER CANDLES;72,46;   57;-0,0691;0,00
90030A;SPOTTED WHITE NATURAL SEED NECKLACE;72,00;   72;0,0000;0,00
90036C;"FLOWER GLASS GARLAND NECKL.36""BLUE";71,40;    9;-0,0025;0,00
22950;SET OF 36 VINTAGE CHRISTMAS DOILIES;71,27;   38;-0,2535;0,00
17014A;ORIGAMI VANILLA INCENSE CONES;71,19;  155;-1,2649;0,00
23413;DECROTIVEVINTAGE COFFEE GRINDER BOX;71,08;   12;-0,3933;0,00
20933;YELLOW POT PLANT CANDLE;71,05;   23;-0,0603;0,00
90214S;"LETTER ""S"" BLING KEY RING";71,00;   94;0,0059;7,25
90211A;DIAMOND LAS VEGAS NECKLACE 45CM;70,97;   12;0,0044;0,00
47589;CONGRATULATIONS BUNTING;70,85;   13;0,0000;0,00
84251B;GREETING CARD, STICKY GORDON;70,78;  245;-0,0274;29,83
51020B;STRIPY DESIGN SHOWER CAP;70,57;  197;-1,3241;0,00
84927A;WAKE UP COCKEREL TILE HOOK;70,45;   50;0,0093;9,75
85026B;EAU DE NILE JEWELLED T-LIGHT HOLDER;70,27;   79;-0,1668;0,00
90051;CRACKED GLAZE NECKLACE RED;70,16;   10;-0,0136;0,00
16161G;WRAP BAD HAIR DAY;70,00;  700;0,0000;0,00
16020C;CLEAR STATIONERY BOX SET;69,90;   84;-0,0043;0,00
90125C;TURQUOISE BERTIE GLASS BEAD CHARM;69,85;   77;0,0929;61,20
46126A;ELVIS WALLHANGING / CURTAIN;69,84;   52;-0,2420;0,00
81952V;ROUND PURPLE CLOCK WITH SUCKER;69,73;  367;0,0000;0,00
22949;SET OF 36 DOLLY GIRL PAPER DOILIES;69,66;   45;-0,2028;0,00
90199A;5 STRAND GLASS NECKLACE BLACK;69,63;   11;0,0058;0,00
84549;CROCHET WHITE RABBIT KEYRING;69,38;   38;0,2223;46,35
90019C;SILVER BLACK ORBIT BRACELET;68,73;   13;0,0172;19,80
85188B;PINK METAL SWINGING BUNNY;68,70;   78;-0,1871;0,00
90151;SILVER/NATURAL SHELL NECKLACE;68,00;    8;0,0000;0,00
22597;CHRISTMAS MUSICAL ZINC HEART;67,90;   58;-3,3172;0,00
90194;SILVER LARIAT BLACK STONE EARRINGS;67,87;   16;0,0031;0,00
84247K;FOLK ART GREETING CARD,pack/12;67,85;   23;0,0000;0,00
90000B;MIDNIGHT BLUE COPPER FLOWER NECKLAC;67,83;   11;0,0096;0,00
90155;RESIN NECKLACE W PASTEL BEADS;67,62;    9;-0,0023;0,00
84874B;BLUE TRAVEL FIRST AID KIT;67,51;   41;-0,0062;0,00
85049B;LUSH GREENS RIBBONS;67,50;   54;0,0000;0,00
82011A;BATHROOM SCALES, TROPICAL BEACH;67,50;   18;0,0000;0,00
35916A;YELLOW FELT HANGING HEART W FLOWER;67,39;   87;-0,2583;0,00
90144;SILVER DROP EARRINGS WITH FLOWER;67,36;   18;-0,0027;0,00
90024B;NEW BAROQUE B'FLY NECKLACE RED;67,28;    8;-0,0072;0,00
37444A;YELLOW BREAKFAST CUP AND SAUCER;67,13;   55;-3,8000;0,00
